state	date	diff_xibar	diff_low	diff_high	undecided_xibar	dem_win_prob	dem_win_prob_with_undecided
MO	2016-10-09	-0.0516722429971576	-0.0896827249865801	-0.0147262322317541	0.0914817980432671	0.00545	0.023171827384029
MO	2016-10-10	-0.0516650225159022	-0.0900482989911606	-0.0143963507372002	0.091497676394846	0.0058	0.0235243041103751
MO	2016-10-11	-0.0516688829732476	-0.0899354739421918	-0.0138132910199992	0.09148421489067	0.0058	0.0235229798332463
MO	2016-10-12	-0.0516542024401937	-0.0903534502946796	-0.0132980018485068	0.0914773470098257	0.00645	0.0241780168443502
MO	2016-10-13	-0.0516558667513744	-0.0906643320742742	-0.0131570683254603	0.091487504459356	0.00675	0.0244774456616656
MO	2016-10-14	-0.0516815923075203	-0.0906850155854829	-0.0131678395662975	0.0914901862613281	0.0067	0.024418621467628
MO	2016-10-15	-0.0517059523799429	-0.0906798918272299	-0.0133170889865357	0.0914825765330428	0.00705	0.0247602737458994
MO	2016-10-16	-0.0517130347920341	-0.0911138561347035	-0.0129742988634224	0.0914709950288795	0.00745	0.0251578482170667
MO	2016-10-17	-0.051698977787589	-0.091549118581385	-0.0126796615875017	0.0914801314758021	0.00755	0.0252626629989396
MO	2016-10-18	-0.0517030850781442	-0.0917522413221158	-0.012505718510969	0.0914661160921805	0.008	0.0257112559058555
MO	2016-10-19	-0.0517116330929967	-0.0919258783944707	-0.0122984901724524	0.0914581095352386	0.00805	0.0257583282072027
MO	2016-10-20	-0.0516855915270676	-0.0919794011184455	-0.0117873357884944	0.0914482622574725	0.0085	0.0262172504732129
MO	2016-10-21	-0.0516969139493695	-0.0922386492750664	-0.0114768433068685	0.0914292733286668	0.00825	0.0259633701218233
MO	2016-10-22	-0.0516921837710784	-0.0929070438980037	-0.0106694426202374	0.0914224469116	0.0085	0.0262149910128884
MO	2016-10-23	-0.0517032513356473	-0.0928461559050321	-0.0104153115281846	0.0914091408234245	0.0085	0.0262111989533601
MO	2016-10-24	-0.0517027588698575	-0.0932139016191535	-0.010389860569478	0.0914008923688612	0.0089	0.0266113676515064
MO	2016-10-25	-0.0517278155269412	-0.0936307008001417	-0.0101388837842553	0.0913943165115173	0.00895	0.0266527883666244
MO	2016-10-26	-0.0517366257409057	-0.0938938561255748	-0.0100309797917215	0.0914042448079614	0.00975	0.0274497737642795
MO	2016-10-27	-0.0517546885897326	-0.094101057754418	-0.0100154407113437	0.0914251414149169	0.01025	0.0279435963850606
MO	2016-10-28	-0.0517555274260728	-0.0942232561672627	-0.00941614386601148	0.0914174934606907	0.0102	0.0278933096131471
MO	2016-10-29	-0.0517577710820604	-0.0938953765038053	-0.0089995319481369	0.0913989421092403	0.01065	0.0283425426230077
MO	2016-10-30	-0.0517842171115367	-0.094806936416845	-0.00865313054454355	0.0913849987988583	0.0112	0.0288835070996414
MO	2016-10-31	-0.0517876036645923	-0.0954239766372485	-0.00841905505456408	0.0913888103167081	0.01155	0.0292323507199141
MO	2016-11-01	-0.0517949303326737	-0.0954310645523586	-0.00834121911714525	0.0913916591965298	0.01185	0.0295298494574586
MO	2016-11-02	-0.0517913293128646	-0.0955876195795669	-0.0077493840526062	0.0913931523506435	0.01195	0.0296310787267005
MO	2016-11-03	-0.0517923422403969	-0.0960375307275417	-0.00744302356300015	0.0913938683679362	0.0128	0.0304807329294133
